40349060, d
7409017747947, d
7401090600034, a
22014948, a
0829696000800, b
0827924004057, c
2000000001702, d
2030000029297, d
2030502314457, e
2030500376525, d
2030507931123, d
2030503839683, e
2030500386128, e
2033847001198, d
3567747050165, d
3562570009816, d
3569580000024, b
3563230000082, b
3560468795131, d
3563490012108, c
3560070824861, d
3560070822256, b
3560070824854, e
3560070824700, e
3560070820566, e
3560070829903, c
3560070715275, b
3560070712786, e
3560070719570, a
3560070719648, d
3560070713356, e
3560070714087, b
3560070712571, b
3560070712847, b
3560070531134, d
3560070532872, a
3560070531424, d
3560070279197, d
3560070272099, c
3560070276141, d
3560070277315, e
3560070279166, d
3560070762101, b
3560070761210, b
3560070760381, c
3560070761272, a
3560070655717, a
3560070659487, e
3560070659579, c
3560070597741, c
3560070596416, c
3560070599677, c
3560071004767, d
3560070422098, c
3560070423088, e
3560070429899, a
3560070462902, d
3560070416523, a
3560070415724, c
3560070416127, d
3560070512591, d
3560070517091, d
3560070510832, a
3560070513727, b
3560070510771, a
3560070269280, d
3560070570959, a
3560070576906, d
3560070571635, c
3560070573264, d
3560070230891, a
3560070230839, c
3560070232963, c
3560070926220, c
3560070924868, a
3560070928255, c
3560070707508, c
3560070318551, a
3560070830411, c
3560070793921, d
3560070799633, c
3560070962396, d
3560070962426, d
3560070962457, d
3560070967902, a
3560070967230, a
3560070636723, c
3560070637027, c
3560070375622, d
3560070604463, c
3560070603046, a
3560070602131, c
3560070887514, c
3560070888153, c
3560070888139, c
3560070888108, c
3560070392452, a
3560070861071, b
3560070891535, d
3560070898015, a
3560070488483, a
3560070113453, d
3560070257683, a
3560070254873, d
3560070254613, b
3560070954339, d
3560070352821, b
3560070355341, e
3560070357963, e
3560070569878, c
3560070562282, d
3560070569151, c
3560070495726, a
3560070497072, b
3560070496129, c
3560070497133, c
3560070497164, b
3560070494224, b
3560070499915, a
3560070874989, a
3560070873821, e
3560070871933, d
3560070874637, a
3560070773275, a
3560070771004, b
3560070580439, b
3560070581153, d
3560070582020, d
3560070035625, c
3560070036486, e
3560070509690, c
3560070500826, a
3560070500796, c
3560070506491, d
3560070993505, d
3560070819959, a
3560070842995, d
3560070247592, d
3560070100453, d
3560070155101, c
3560070220731, d
3560070326822, c
3560070327805, d
3560070323449, d
3560070095926, e
3560070149278, d
3560070141463, a
3560070520862, a
3560070520176, a
3560070309771, c
3560070738588, d
3560070731039, a
3560070733460, a
3560070734788, b
3560070202706, d
3560070209071, d
3560070949533, d
3560070941575, e
3560070128778, c
3560070746019, d
3560070740598, d
3560070748396, c
3560070740338, d
3560070367405, d
3560070362127, e
3560070361991, e
3560070360963, a
3560070180059, d
3560070181001, d
3560070751174, c
3560070751235, c
3560070751143, c
3560070477197, e
3560070729395, c
3560070723720, a
3560070541485, d
3560070541713, d
3560070280902, c
3560070280964, c
3560070281268, c
3560070287895, d
3560070687619, c
3560070689569, a
3560070446537, b
3560070446247, a
3560070441082, c
3560070444380, a
3560071011055, c
3560071013653, a
3560070450190, a
3560070852086, c
3560070852116, c
3560070911998, a
3560070912735, a
3560070384259, a
3560070384983, c
3560070385447, d
3560070386659, a
3560070555673, e
3560070556991, d
3560070551187, e
3560070330980, e
3560070331642, b
3560070332878, d
3560070339242, e
3560070057658, a
3560070178070, a
3560070690701, e
3560070341832, d
3560070347209, c
3560070341986, d
3560070346264, d
3560070341955, d
3560070340224, c
3560070340026, b
